ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2020-02-07,-0.008092443055860389,-0.38899579994238903,0.38227955496776256,-0.008092443055860389,-0.008092443055860389,0.11311274088336815,0.11311274088336815,0.11311274088336815,-0.33619361692300975,-0.33619361692300975,-0.33619361692300975,0.4493063578063779,0.4493063578063779,0.4493063578063779,0.0,0.0,0.0,-0.009007801470351337
2020-02-08,-0.007132598449383115,-0.3624856287701977,0.3759014614870706,-0.007132598449383115,-0.007132598449383115,0.3550967154802071,0.3550967154802071,0.3550967154802071,-0.09248954144463112,-0.09248954144463112,-0.09248954144463112,0.4475862569248383,0.4475862569248383,0.4475862569248383,0.0,0.0,0.0,-0.009665360731598278
2020-02-09,-0.0061727538429058445,-0.3833705015041475,0.36017424343112975,-0.0061727538429058445,-0.0061727538429058445,1.0838066451300716,1.0838066451300716,1.0838066451300716,0.6465841429934173,0.6465841429934173,0.6465841429934173,0.43722250213665403,0.43722250213665403,0.43722250213665403,0.0,0.0,0.0,-0.012862825476599385
2020-02-10,-0.005212909236428571,-0.3932175595104822,0.38665629496251086,-0.005212909236428571,-0.005212909236428571,0.6713091683478524,0.6713091683478524,0.6713091683478524,0.2524651228177859,0.2524651228177859,0.2524651228177859,0.4188440455300666,0.4188440455300666,0.4188440455300666,0.0,0.0,0.0,-0.008712383000608274
2020-02-11,-0.0042530646299513,-0.35126121794398135,0.3675532435428857,-0.0042530646299513,-0.0042530646299513,-0.28318619046997306,-0.28318619046997306,-0.28318619046997306,-0.676528065868748,-0.676528065868748,-0.676528065868748,0.393341875398775,0.393341875398775,0.393341875398775,0.0,0.0,0.0,-0.003048655459572806
2020-02-12,-0.0032932200234740243,-0.36360564529646716,0.3547857261364577,-0.0032932200234740243,-0.0032932200234740243,0.6139914682261973,0.6139914682261973,0.6139914682261973,0.2521519584286394,0.2521519584286394,0.2521519584286394,0.36183950979755813,0.36183950979755813,0.36183950979755813,0.0,0.0,0.0,-0.005315229020878752
2020-02-13,-0.0023333754169967535,-0.38652260602238636,0.3475445099441753,-0.0023333754169967535,-0.0023333754169967535,0.27966616562815005,0.27966616562815005,0.27966616562815005,-0.04599000000010689,-0.04599000000010689,-0.04599000000010689,0.32565616562825694,0.32565616562825694,0.32565616562825694,0.0,0.0,0.0,-0.002985941572839221
2020-02-14,-0.00137353081051948,-0.3986086430348959,0.3830598474479815,-0.00137353081051948,-0.00137353081051948,-0.04992987675903485,-0.04992987675903485,-0.04992987675903485,-0.33619361692349686,-0.33619361692349686,-0.33619361692349686,0.2862637401644622,0.2862637401644622,0.2862637401644622,0.0,0.0,0.0,-0.0013049505864255052
2020-02-15,-0.00041368620404220666,-0.36894636507227985,0.38878784858695953,-0.00041368620404220666,-0.00041368620404220666,0.1527493906039527,0.1527493906039527,0.1527493906039527,-0.09248954144506415,-0.09248954144506415,-0.09248954144506415,0.24523893204901676,0.24523893204901676,0.24523893204901676,0.0,0.0,0.0,-0.0004768765196109162
2020-02-16,0.0005461584024350642,-0.37252389724692514,0.4026694171296826,0.0005461584024350642,0.0005461584024350642,0.8507961217146122,0.8507961217146122,0.8507961217146122,0.6465841429946588,0.6465841429946588,0.6465841429946588,0.20421197871995334,0.20421197871995334,0.20421197871995334,0.0,0.0,0.0,0.0010108278530686651
2020-02-17,0.0015060030089123402,-0.381291817921747,0.37332930719914403,0.0015060030089123402,0.0015060030089123402,0.41727871516310944,0.41727871516310944,0.41727871516310944,0.2524651228173141,0.2524651228173141,0.2524651228173141,0.16481359234579546,0.16481359234579546,0.16481359234579546,0.0,0.0,0.0,0.0021344260095030585
2020-02-18,0.002465847615389611,-0.3954499215732542,0.3962357814317408,0.002465847615389611,0.002465847615389611,-0.5479063323936461,-0.5479063323936461,-0.5479063323936461,-0.6765280658682226,-0.6765280658682226,-0.6765280658682226,0.12862173347457653,0.12862173347457653,0.12862173347457653,0.0,0.0,0.0,0.0011147940921998713
2020-02-19,0.003425692221866882,-0.3522680287107257,0.3959431683258489,0.003425692221866882,0.003425692221866882,0.3492618273051135,0.3492618273051135,0.3492618273051135,0.25215195842907634,0.25215195842907634,0.25215195842907634,0.09710986887603712,0.09710986887603712,0.09710986887603712,0.0,0.0,0.0,0.0046221557470610235
2020-02-20,0.004385536828344153,-0.366053380531751,0.3659522181780826,0.004385536828344153,0.004385536828344153,0.02560831727010826,0.02560831727010826,0.02560831727010826,-0.045989999998965136,-0.045989999998965136,-0.045989999998965136,0.07159831726907329,0.07159831726907329,0.07159831726907329,0.0,0.0,0.0,0.004497843046844134
